Job_Id,Job Title,Job Description,salary
80,Healthcare Data Scientist,"Do you have the analytic skills to find insight in a pile of healthcare data? Do you thrive in a fast-paced environment? Millimanâ€™s NYC Health Practice is seeking professionals from a variety of analytic and clinical backgrounds to join our vibrant staff. We offer challenging projects, world-class resources, expert colleagues, a collaborative environment, and diverse client projects. Work, learn, and grow with us.

Millimanâ€™s NYC Health Practice consults to clients on disease processes, treatments, costs, healthcare reform, risk, and payer systems. Our clients span all sectors of the health industry. Our services include analyzing financial arrangements, innovative contracts, disease states, therapeutic value, benefit design, healthcare reform, and health systems. We have brought unparalleled actuarial, analytical, and operational expertise to these clients.

Milliman is the worldâ€™s premier actuarial consulting firm with over 3,000 employees and $800 million in revenue. We attribute our 60+ years of continuous growth to our environment where independent and talented individuals succeed as outstanding professionals. We have a collegial, rigorous, supportive and non-bureaucratic environment.

We seek energetic and imaginative professionals to join our client-oriented team at our Penn Station, New York City location. Successful candidates will have the potential to become project/client leaders and become recognized as expert senior consultants.

Primary roles
Hands on advanced data analytics and project management
Apply innovative techniques to large claims datasets to analyze a wide array of healthcare-related topics
Investigate discrepancies between medical concepts and their manifestation in claims datasets
Contribute to hypothesis development for quasi-experimental designs
Assist junior colleagues with the development of their programming and analytic skills
Role in client management that will increase over time
Qualifications:

Required:
At least five years of experience analyzing very large medical insurance claims with SAS and/or SQL
Understanding of medical coding systems (CPT, ICD-9, DRG, etc.)
New York City location; this job requires working with colleagues in our office
Limited travelâ€”working at client site is rare
Knack for prioritizing and completing multiple projects and tasks
Strong oral and written communication skills
Strong problem solving and analytical skills
Ability to work both independently and as part of a team
Experience or knowledge of the healthcare industry and payer systems
Preferred:
Experience in insurance, finance, or outcomes research
Experience scrubbing large, non-standardized claims datasets
Experience with MarketScan and/or Medicare (or similar) databases
PharmD, RN, MD, MPH, MS, PhD, FSA, ASA or similar background
Requirements
Capable of carrying out a given task with all details necessary to get the task done well
PharmD, RN, MD, MPH, MS, PhD, FSA, ASA or similar background
Experience using advanced excel functionality (VBA, macros), SAS, and/or SQL in a professional capacity
Understanding of medical coding systems (CPT, ICD-9, DRG, etc.) \nExperience or knowledge of the healthcare industry and payer systems \n
Experience with MarketScan and/or Medicare (or similar) databases",99
81,Data Scientist - Relocate to Washington D.C.,"Please note that this role requires relocation to Washington D.C.
As a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and resource investments. Through CIA's global mission, the Agency has access to unique and highly specialized data sets. You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships in large volumes of data. Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at academic and technical conferences as well as collaboration with the Intelligence Community.

Offices of the CIA â€“ Directorate of Digital Innovation


The Directorate of Digital Innovation (DDI) is at the forefront of defining the future of digital expertise within the CIA. DDI focuses on developing the workforce with cutting-edge skills, investing in IT infrastructure, and modernizing the way the Agency does business. DDI officers help accelerate the integration of innovative methods and tools to enhance the CIA's cyber and digital capabilities on a global scale and ultimately help safeguard our nation. Learn more about the Directorate of Digital Innovation.

Qualifications
US citizenship required (dual-national US citizens eligible). All positions require relocation to the Washington, DC metro area.

Minimum Qualifications:
Bachelor's degree
Experience in a science, technology, engineering or mathematics (STEM) related field, such as:
Computational social science
Computer science
Data analytics
Economics
Engineering
Geospatial analysis
Mathematics
Operations research
Quantitative finance
Statistics
GPA of at least 3.0 on a 4-point scale
Experience with real world data through thesis research, internships, or work experience
Creativity
Initiative
Integrity
Leadership abilities
Problem solving skills
Ability to work in a diverse team environment
Desired Qualifications:


Advanced degree in a data science equivalent field or sub-field
Experience working with data rich problems through research or programs
Experience with computer programming or user experience/user interface
Ability to successfully complete projects with large or incomplete data and provide solutions
Strong written and verbal communication skills
All applicants must successfully complete:


A thorough medical and psychological exam
A polygraph interview
A comprehensive background investigation
To be considered suitable for Agency employment, applicants must generally not have used illegal drugs within the last 12 months. The issue of illegal drug use prior to 12 months ago is carefully evaluated during the medical and security processing.

How to Apply
If you are ready to apply, add this position to your job cart. You can add up to four (4) positions. Job cart selections will only be retained during this site visit, so be sure to click ""Apply Now"" before closing the browser window. After clicking ""Apply Now"" you will be taken to the application account creation page. The positions will appear in the cart once you have created an account.

DO NOT submit multiple applications; this will only slow the review of your application and delay processing. Please read the Application Instructions carefully before you begin the online application process.
Important application instructions for this position:

The following items must be attached to your on-line application (PDF format preferred):
Resume
Cover letter in which you specify your qualifications for this position. Please address why you want to work in this role and what differentiates you from other applicants.
Unofficial transcripts for all degrees
A writing sample, five (5) pages MAXIMUM, single spaced, technical or analytic paper that focuses on your current area of expertise or interest and is related to your interest in positions at CIA. You can excerpt longer papers.

Important Notice: Friends, family, individuals, or organizations may be interested to learn that you are seeking employment with the CIA. Their interest, however, may not be benign or in your best interest. Once you reveal your interest you lose control of that information. We ask all applicants to exercise discretion and good judgment in disclosing your interest in a position with the CIA. You will receive further guidance on this topic as you proceed through your CIA employment processing.",99
82,Senior Data Scientist,"Senior Data Scientist


Job Ref: 55708
Category: Information Technology
Department: ANALYTICS AND REPORTING
Location:

160 Water St. #3, New York, NY
Job Type: Regular
Employment Type: Full-Time
Hire In Rate: $100,000.00
Salary Range: $100,000.00 - $115,000.00
Marketing Statement
MetroPlus Health Plan provides the highest quality healthcare services to residents of Bronx, Brooklyn, Manhattan, Queens and Staten Island through a comprehensive list of products, including, but not limited to, New York State Medicaid Managed Care, Medicare, Child Health Plus, Exchange, Partnership in Care, MetroPlus Gold, Essential Plan, etc. As a wholly-owned subsidiary of NYC Health + Hospitals, the largest public health system in the United States, MetroPlusâ€™ network includes over 27,000 primary care providers, specialists and participating clinics. For more than 30 years, MetroPlus has been committed to building strong relationships with its members and providers to enable New Yorkers to live their healthiest life.

Position Overview

The desired Senior Data Scientist candidate will lead the design, development, and management of advanced analytics solutions that innovate and help us make smarter decisions to deliver even better care to our members. This includes data exploration / data mining, model building, performance & program evaluation, and related testing and recommendations. S/he will help drive several large, cross-functional initiatives within various departments, MetroPlus at large, and other initiatives in partnership with NYC Health + Hospitals, and Home and Community Based Services.

Under the Chief administrative Officer and the Head of Health Analytics, the

Senior Data Scientist is expected to build / implement data science solutions at scale, and to provide thought leadership & give presentations as a Subject Matter Expert in advanced statistical techniques and mathematical analyses. S/he needs to be comfortable and experienced with leading highly complex projects involving multiple internal & external resources and tasks.

The successful candidate can work both independently with little supervision or guidance & collaboratively with many stakeholders and SMEâ€™s, leading advanced data analysis and data modeling projects, from project design & iteration w/ internal clients, to the reception / processing of data and analyses and or modeling, and to the delivery of final reports/presentations, communication of results and implementation support. Teamwork is essential as this role requires collaborating with various subject matter experts, management, and other industry leaders. This position requires an analytical-minded individual who enjoys and thrives working in a fast-paced, nebulous, challenging, but rewarding environment.

Comprehensive knowledge of healthcare insurance industry, products, systems, business strategies and products is highly desired. Strong understanding of Quality, Care and Utilization Management and Measurement reporting is also highly preferred, along with experience working with healthcare claims data.
Job Description
Based on project requirements, determine, extract and aggregate appropiate data sets.
Analyze healthcare data and using quantitative methods to create actionable and timely information across the Medical Management teams, and up and down the MetroPlus business hierarchy.
Create meaningful data visualizations & presentations to communicate findings and relate them back to how they create business impact.
Develop sophisticated algorithms / predictive models to evaluate scenarios to make predictions of future outcomes, and or evaluate future impact of changes
Apply data mining techniques to create statistical models and solutions detecting patterns, relationships across available data sets (e.g. NHWS, Electronic Health Records (EHR), claims data, or these data sets linked together) using machine learning methodologies & tools.
Build high performing predictive systems that empower cross-functional Medical Management teams (and MetroPlus at large) to more effectively, efficiently target care & utilization management initiatives across our membership population and provider networks
Lead the design, development, and delivery of proactive linked data studies w/ internal teams and SMEâ€™s; direct or perform these linked data studies and build out studies using new linked data sets. Drive conversations with internal stakeholders and leaders on product design, data specification, model implementations
Provide thought leadership on advanced statistical / mathematical analyses and related strategic insights to various internal stakeholders and key decision makers.
Tests new statistical analysis methods, software and data sources for continual improvement of quantitative solutions. Drive proof of concept tests of new data, software and technologies.
Collaborate with other Health Analytics team members and other departments & SMEâ€™s to understand company needs and devise possible solutions including data integrity / data governance solutions to remove joint obstacles to timely and high-quality data analytics
Optimize joint development efforts through appropriate database use and project design
Assures compliance with regulatory and privacy requirements during design and implementation of modeling and analysis projects. Communicate, as needed, with the NYS or NYC Departments of Health on relevant analyses
Perform other duties as required
Minimum Qualifications
Masterâ€™s or PhD degree in Statistics, Biostatistics, Math, Computer Science, Health Economics, Epidemiology, Healthcare Informatics, or Data Science.
3+ yearsâ€™ of workingl experience with healthcare claims data.
5+ years related experience with healthcare data analytics.
Strong practical experience with SQL and Pthon is required; experiences in R, Hadoop, NoSQL is a plus.
Strong expertise in statistical modeling techniqures such as linear regression, logistic regression, survival analysis, GLM, tree models (Random Forests and GBM), cluster analysis, prinicpal components, feature creation, and validation.
Strong expetise in regularization techniques (Ridge, Lasso, elastic nets), variable selection techniques, feature creation (trasnformation, binning, high level categorical reduction, etc.) and validation (hold-outs, CV, bootstrap).
Experience with business intelligence platforms (e.g. Tableau, NicroStrategy, SAP) is a plus.
Excellent problem solving skills, critical thinking and conceptual thinking abilities
Strong organizational, management and leadership skills
Strong ability to communicate technical, statistical concepts and implications to non-technical teams and leaders across the business and in the external health care environment.
Excellent pattern recognition and predictive modeling skills
Excellent communication skills
Extensive knowledge on health care industry, products, systems, business strategies and products and experience in healthcare industry is highly desired.
Ability to work independentley and collabortively.
Professional Competencies
Integrity and Trust
Customer Focus
Functional/Technical skills
Written/Oral Communication",99
83,Data Scientist,"A retail energy provider in New York is looking for several Data Scientists to join their growing team. Here, you'll have the opportunity to be a part of one of the state's biggest initiatives in the clean energy space. As a part of a small but hungry team, you will work on exciting projects, and get the hands on experience required to thrive in the Data Science field while interfacing with key stake holders and senior leadership regularly. About You - 3-5 years experience in industry as a Data Scientist or Machine Learning Engineer - Masters Degree or PhD in a Quantitative field - Working experience with Python, AWS, SQL - Strong written and oral communication skills - Experience in Energy, Finance, or Digital Retail space - Experience with customer lifetime value, churn propensity, segmentation, cash flow models etc.. If this sounds like you, please apply! Sthree US is acting as an Employment Agency in relation to this vacancy.",99
84,"Data Scientist/Engineer (SAS, R code, Python & Sql (Open to remote Workers))","Medidata: Conquering Diseases Together

Medidata is leading the digital transformation of life sciences, creating hope for millions of patients. Medidata helps generate the evidence and insights to help pharmaceutical, biotech, medical device and diagnostics companies, and academic researchers accelerate value, minimize risk, and optimize outcomes. More than one million registered users across 1,400 customers and partners access the world's most-used platform for clinical development, commercial, and real-world data. Medidata, a Dassault SystÃ¨mes company, is headquartered in New York City and has offices around the world to meet the needs of its customers. Discover more at www.medidata.com.

Acorn AI is one of the largest AI companies exclusively dedicated to life sciences. Itâ€™s built on Medidataâ€™s platform that includes the industryâ€™s largest structured, standardized and growing clinical trial data repository consisting of 17,000+ trials and 4.5M patients. Our team is composed of over 40 PhD/Masters statisticians, data scientists, analytical product leads, former FDA biostatisticians and computational genomicists.

Your Mission:
Power smarter treatments and healthier people with innovative analytic applications and advanced data systems
Create innovative applications and data flows for research and production settings with engineering best practices, transparency, and scalability.
Develop advanced data systems to extract, assess, integrate, transform, clean, analyze and visualize datasets for complex analytics and statistical modeling.
Solve complex business questions where situations or data require in-depth evaluation of variable factors.
Assess analytical data sources, conduct hands-on exploration to determine their value, and make them available enterprise-wide
Collaborate with data scientists, business leaders and cross-functional stakeholders to implement data science solutions based on business priorities and technology initiatives.
Your Competencies:
Advanced skills in data transformation, statistical processing, modeling dataset construction and manipulation of structured and unstructured data sources.
Deep experience in data engineering technologies including SAS, R, Python, SQL in a cloud setting. Familiarity in NLP and entity recognition are a plus.
Familiarity with statistical concepts and experience supporting complex predictive model builds and implementations.
Demonstrated ability to collaborate with all levels of data science, technology personnel and senior leadership.
Clear, concise communication abilities â€“ writing, verbal, presentation â€“ to all levels of technical and non-technical audiences.
Entrepreneurial spirit and commitment to creating rigorous, high-quality insights from data, at scale.
Your Education & Experience:
Undergraduate degree in a technical or scientific field, such as Statistics, Data Science, Computer Science, or similar. Masterâ€™s degree or PhD preferred.
5+ years professional experience as a data scientist, data engineer, data analyst, or related role
Experience with clinical trial data is not required, but interest to learn and understand how these data drive medical research is paramount
Medidata is making a real difference in the lives of patients everywhere by accelerating critical drug and medical device development, enabling life-saving drugs and medical devices to get to market faster. Our products sit at the convergence of the Technology and Life Sciences industries, one of most exciting areas for global innovation. Nine of the top 10 best-selling drugs in 2017 were developed on the Medidata platform.

Medidataâ€™s solutions have powered over 20,000 clinical trials giving us the largest collection of clinical trial data in the world. With this asset, we pioneer innovative, advanced applications and intelligent data analytics, bringing an unmatched level of quality and efficiency to clinical trials enabling treatments to reach waiting patients sooner.

Medidata Solutions, Inc. is an Equal Opportunity Employer. Medidata Solutions provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, gender identity, national origin, age, disability status, protected veteran status, or any other characteristic protected by the law. Medidata Solutions complies with applicable state and local laws governing non-discrimination in employment in every location in which the company has facilities.

#LI-AS1",99
85,"Data Scientist, Analytics- Instagram-Family Stories","Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.The goal of the Family Stories team is to build a healthy stories ecosystem across Facebook and Instagram. We do this by supporting teams that are currently building cross-app experiences, investing in shared architecture, and exploring new product experiences that enable greater liquidity of stories.The FB Family of apps includes 3 of the 4 biggest Stories platforms in the world, including the largest one, Instagram Stories. The Family Stories team at Instagram has been tasked with building a platform that fosters sharing between you and family, friends, and community, and giving everyone the best tools to share and consume Stories regardless of the app theyre using. Stories is one of the top product priorities for Facebook and Instagram, and given how fast the product has grown, there are a lot of unanswered product questions in the space. This role is responsible for testing and iterating on new entry points for Stories (a good example here is being able to cross-post to Stories from other apps like Facebook and even WhatsApp), as well as owning key company growth channels like Stories notifications and Stories ranking. You are directly responsible for ensuring proper goal-ing, testing, forecasting and developing insights that identify the biggest opportunities for the IG community and drive product strategy. This is a highly cross functional role and this person will be driving many product efforts across IG as well as working with DS and product teams at Facebook, Messenger, and WhatsApp. This person will be the first Data Scientist joining the newly formed team. The ideal candidate can shape and own a narrative and interface directly with leadership. The Family Stories team will scale in H2 2020 and H1 2021, so this is an ideal role for an IC who wants to move into a lead and then into a manager position.

Responsibilities:

Developing Goal Metrics and Evaluate Product Team Performance
Investigating Ad Hoc Issues and Debugging Regressions
Develop Testing Plans and Validate Statistically Accurate Results
Reporting to Instagram and FB Inc Stakeholders and Coordination Across the Company Strategy:
Analyze Data Trends to Identify Opportunities and Drive Product Strategy
Size opportunities to ensure product teams are prioritizing the most impactful work
Ensure product strategy has actionable measurement plans by developing goal metrics and evaluating product team performance
Determine ways to use data as a strategic asset in product development Technical Execution:
Ensure our data and analysis are reliable and rigorous across all of our products
Partner with Data Engineering to ensure the right metrics are created and validate accuracy
Oversee the building/maintaining of reports, dashboards, and metrics to monitor the performance of our products
Ensure we have the appropriate logging, tables and dashboards to measure product success
Develop new metrics with accuracy and stability
Validate metric accuracy for internal and external reporting
Mininum Qualifications:

5+ years of hands-on data science experience
Expert knowledge of SQL
Knowledge of one scientific computing language such as R, Python, or Julia
Experience on working with multiple cross functional partners and influence decision making based on data experience initiating and drive projects to completion with minimal guidance
Analytical toolbox in probability and causal inference, especially experimental design
Preferred Qualifications:
Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.

Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.",99
86,Data Scientist,"Weâ€™re seeing a passionate Data Scientist to join the team at One Drop. Data Science is all about providing startlingly novel and refreshingly useful decision support directly to One Dropâ€™s end users. For example, One Drop is the first company to make blood glucose prediction available to the majority of people with diabetes. Working with One Dropâ€™s behavioral and health science, diabetes education, engineering, and product teams, we invent new ways to convert over 11 billion health data points into daily support and suggestions for over 2 million users through the One Drop app.

We look at a wide variety of health and lifestyle data provided by users both actively, through logging, and passively, from phones and wearables. Our job is to help inform the hundreds of decisions that people with chronic conditions have to make every day, to empower users to take the actions that will help them get healthier. There are a lot of directions to explore, and each team member is expected and encouraged to help set the development agenda.
You'll make an impact by
Developing machine learning, deep learning, or dynamic simulation models for forecasting and classification
Creating new model features by intelligently combining multiple data sources
Adding to One Dropâ€™s inventory of tools and routines to accelerate experimentation
Creatively applying additional techniques to develop and test new data products
Envisioning new and useful data-driven applications to help people manage chronic conditions
You'll bring
Several years of experience in machine learning or simulation modeling
Strong skills with a scripting language such as Python, and data-related libraries
Expertise in any of deep learning, time series forecasting, pattern identification, recommendation systems, natural language processing, or other data science subdomains with application to helping transform the lives of people living with diabetes
Ability and motivation to absorb new, complex domain knowledge quickly
Evident verbal and written communication skills ranging from documentation of experiments and results to explaining project goals, plans, and progress
Demonstrated ability to set and follow a productive agenda independently, while keeping coordinated with the team
Bonus Points:
Experience with data related to diabetes or other chronic conditions
Experience with tracking data from mobiles and wearables
A personal connection to, or passion for empowering people living with chronic conditions
You'll get
Deeply impact the lives of people with chronic conditions
Work at an early stage startup and help develop the future of healthcare
Competitive salary and equity commensurate with experience and performance
Medical, Dental, and Vision insurance and 401k plan
Yearly Professional Development Budget
Unlimited Vacation Days
Weekly Catered Lunches, Company Swag, company outings, and other surprises when you start
One Drop is the future of healthcare. Our mission is to develop technology that ensures all people living with diabetes and other chronic conditions can thrive. We harness the power of data science and mobile computing to make healthcare more affordable, accessible, and effective.

Our clinically proven mobile platform combines AI-powered predictive insights, personalized health coaching, and FDA-approved connected devices to simplify self-care. And it works. People using the One Drop platform have seen significant improvements in their health in just a few weeks.

Today, the rate of people living with chronic conditions is increasing dramatically, and traditional approaches to healthcare cannot possibly scale to reach them all. We exist to serve those people and help them lead their best lives. www.onedrop.today

One Drop provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics.

To all recruitment agencies: One Drop does not accept unsolicited agency resumes. Please do not forward resumes to our jobs alias or One Drop employees. One Drop is not responsible for any fees related to unsolicited resumes.",99
87,Point72 Data Scientist,"About Point72
Point72 Asset Management is a global firm led by Steven Cohen that invests in multiple asset classes and strategies worldwide. Resting on more than a quarter-century of investing experience, we seek to be the industryâ€™s premier asset manager through delivering superior risk-adjusted returns, adhering to the highest ethical standards, and offering the greatest opportunities to the industryâ€™s brightest talent. Weâ€™re inventing the future of finance by revolutionizing how we develop our people and how we use data to shape our thinking. For more information, visit www.Point72.com/working-here.
A Career with Point72's Market Intelligence Group
Market Intelligence is shaping Point72 for the future by combining the most innovative data sources, analysis, and investment tools with the Firmâ€™s traditional strengths at deep fundamental analysis of how companies and industries operate. Market Intelligence finds, tests, analyzes, and models alternative data; conducts deep fundamental research; and helps our investment teams generate alpha-producing ideas using our data and research. We produce investment insights by using machine learning techniques, fundamental company analysis, macro and sell-side research, and quantitative methodologies.
Role
As a Data Scientist, you will support an idea generator testing investment theses using alternative data and building models to execute on the results of that research.
Responsibilities
Test research hypotheses and assumptions of researchers
Pull data from disparate sources
Design and validate models that transform data into actionable insights
Identify and deploy statistical, machine learning, and deep learning methods that strike the right balance between predictive power and robustness
Write efficient, modular, and dependable code, packages, libraries, and scripts
Iterate quickly to test the additive impact of new data and research findings on alpha generation
Document all work extensively
Stay abreast of new research
Desirable Candidates
Ph.D. (preferred) or M.S. in a technical field with an applied or experimental component
3+ years of experience in a relevant field researching real-world data problems (though not necessarily in finance)
Extensive experience developing algorithms and production-grade code
Strong programming skills in Python and SQL/NoSQL
Experience with cloud infrastructures
Strong written and verbal communication skills and a proven ability to collaborate with others",99
88,"Data Scientist II, Data, Models & Decisions","LivePerson is a transformational force in how Brands and Consumers communicate. With over 18,000 customers including Citi, HSBC, Disney, Verizon, and Home Depot, we are on a mission to make life easier for people and brands everywhere through trusted conversational AI. We believe in a future where conversations are the norm for getting your intentions fulfilled - whatever they are.

We are an innovative, intent-driven company that believes in building the future and we are looking for growth minded, unconventional thinkers to join the team.

You will thrive here if:

You can operate in a fast paced, dynamic environment

You nerd out about AI, how it can be applied, or how you can learn more about it (don't worry we'll help)

You believe data-led decision making is the norm

You see feedback or failure as motivation to learn and to grow

You relate to our core principles and want to work with experts in their respective fields

Reporting to the Director of Data, Models, and Decisions (DMD), the successful candidate has an opportunity to join an innovative data science and engineering team that's operationalizing data across the organization. We see model-driven processes and workflows as a means to reduce uncertainty, reveal opportunity, and generate operational leverage that collectively create a new dimension of competitive advantage and lay the foundation for new revenue streams.

In this role you will:
Apply cutting-edge machine learning methods to derive value from data across the company, including one of the world's largest goal-oriented conversational data sets
Solve challenging unsupervised and supervised learning problems that help redefine the Company's strategy and execution
Propose and execute research efforts integrated with production systems
Design and build a modern, flexible predictive analytics platform
Develop measurement strategy, control methodology, and experimental design
Simplify stakeholder access to novel insights and key performance indicators through conversational AI
Your qualifications are:
5+ years of experience deploying machine learning models in a production environment
Masters or PhD in Computational Linguistics, Computer Science, Statistics, Physics, Mathematics, or another quantitative field
Ability to write Python code that is efficient and clean
Experience with distributed computing frameworks such as Spark and Hadoop
Experience with scripting languages working in a Linux environment
Ability to work closely with teammates in a highly collaborative environment and simultaneously be a self-starter with strong individual contributions
Experience with Python packages for data science and machine learning, including pandas and scikit-learn
Experience modeling to production and monitoring performance pre- and post-launch
Ability to collaborate with stakeholders and quantify ROI to help ensure model adoption
Why you'll love working here:

LivePerson was named to FastCompany's World's most innovative companies of 2020 list for the Artificial Intelligence category. We offer amazing colleagues along with opportunities to push your own limits to grow. We embrace invention and experimentation. You'll have great benefits plus flexible time off and free lunch on Fridays. Most importantly, you'll have an ability to make an impact at work and at brands across the globe as we build the future with trusted Conversational AI together.

At LivePerson, people from diverse backgrounds come together to do their best work and be their authentic selves. We are proud to be an equal opportunity employer.

All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements.",99
89,Data Scientist,"Job Description


Data Scientist will be responsible for researching and building machine learning and natural language processing applications. You will work as part of our client highly collaborative R&D team, and your solutions will directly and rapidly impact our client business. This includes researching and developing models, algorithms, and applications; analyzing raw source data and derived data; presenting findings; and building tools.

Job Responsibilities:
Develop an understanding of our client platform
Use your machine learning expertise to research and recommend the best approaches to solving our technology and business problems
Design, implement, and validate your solutions using Scala or Python on a large state-of-the-art cluster
Work with our Engineering teams to integrate your solutions into client platform
Requirements & Preferred Skills:
A Ph.D., (or Masterâ€™s degree plus at least 5 yearsâ€™ relevant experience), in Computer Science, Statistics, Linguistics, Mathematics, Economics, Physics, or a related scientific discipline.
At least 2+ years of experience working with large datasets for drawing business insights. Work experience at leading high tech companies such as Google, Amazon, and Facebook etc. is highly desirable.
Research experience and coursework in Machine Learning
Fluency in Python programming
Experience with large data sets
Strong understanding of statistics and modeling techniques
Desire to work in a highly collaborative environment
Experience with Natural Language Processing, Information Retrieval, or Recommender Systems.
Experience with distributed computing, such as Hadoop, Spark, or related technologies would also be an added advantage.
Experience with mathematical optimization, control theory, time-series analysis would also be an added advantage.",99
90,Data Scientist/Data Architect,"Job Description
Sr. Big Data Architect:

# Capable of designing an entire architecture end to end

# ETL workflows

# Batch and stream processing

# Data model design

# Assess new technologies, tools and frameworks, compare vendors, recommend tech-stack

- Strong in either Java, Scala or Python (one of them)

- Experience in Kafka, Spark, stream processing, Hadoop & hdfs

- Nice to have: Cloud, Azure, Snowflake, basic knowledge of stocks trading, basic machine learning

- Based on NY: remote now but it'll be onsite/midtown when Covid settles down.",99
91,AI - Quantitative Research Scientist,"Job Requisition Number:82468

Who are we? Bloomberg's Artificial Intelligence (AI) group: researchers and engineers who have a passion for solving complex problems. Our charter: to extract and identify relevant, meaningful, tradable, and actionable information (such as pricing, earnings, recommendations, and major events) from data (including news, web, social media, and structured data) in real-time. As our customers rely on this information to make swift financial decisions, we guarantee precision, accuracy, and latency numbers beyond most academic and industry standards.

We aren't just building customer-facing products, as the infrastructure and algorithms we develop are themselves used across the company. We publish papers, attend conferences, organize workshops, and contribute back to the larger data science community whenever we can (see https://www.techatbloomberg.com/nlp/ and https://bloomberg.com/company/d4gx/).

We are seeking researchers to join our effort to enrich intelligence available to our fixed-income customers. We tackle a wide range of challenging problems in fixed income pricing, substitution, recommendation, as well as related ranking problems that require sharp quantitative instincts and solid engineering skills.

We'll trust you to:
Design and build machine learning systems that solve difficult problems in the financial domain
Design, write, test and maintain modular production-quality code
Publish in leading academic venues and represent Bloomberg at industry conferences
You'll need to have:


Ph.D. (or Master's with 3+ years of industry experience) in computer science, mathematics, physics, statistics or related fields
Solid background in machine learning and statistics
A strong quantitative mind
Familiarity in finance is preferred, but not required.",99
92,Data Scientist,"OnPoint is a connected solutions business within Koch Engineered Solutions, a unit of Koch Industries, Inc., that leverages unique engineering capabilities and expertise in combination with digital technology. The OnPoint solutions portfolio drives advanced, actionable insights to help customers identify root causes, analyze performance, and optimize equipment as well as plant operations to improve efficiency, yield, reliability, environmental performance, and safety.

OnPoint Digital Solutions is looking for a Data Scientist to join our competitive data analytics and software development team. OnPoint is a new Koch engineered digital solutions company, focused to provide actionable insights for our customers to enable real time monitoring and optimization of their operations. OnPoint combines our deep subject matter expertise in combustion, distillation, separation, filtration with digital technology to deliver new solutions and technology which will create value for our customers. The Data Scientist will work with a dynamic team and be responsible for delivering A.I. algorithms to solve problem in industrial arena and expand the capability of our analytics platform to deploy the developed solutions at scale.

A Day In The Life Typically Includes:
Research, design and develop machine learning algorithms as part of the product development team
Perform Root Cause Analysis leveraging data science on large industrial problems related to process control, process engineering, and discrete manufacturing environments
Collaborate with our process engineering teams as the expert in applied data science and machine learning techniques
Use industry technologies, tools, and data mining frameworks for data analytics including data visualization for analyzing, optimizing, developing hypotheses, and drawing conclusions
What You Will Need:

Basic Qualifications:
3+ years of industry experience analyzing data sets and applying machine learning to assist decision making and solve industrial problems
3+ years of experience building and deploying scalable A.I. models using state of the art learning algorithms.
3+ years of experience on building models from ground up using python and packages like sklearn, pandas, xgboost, tensorflow and keras as well as tools such as Jupyter notebook
Bachelor's Degree in Mathematics, Computer Science, Computer Engineering, Physics, Data Science, Engineering, or Statistics from an accredited institution
What Will Put You Ahead?

Preferred Qualifications:
Masterâ€™s degree or PhD in Mathematics, Computer Science, Computer Engineering, Physics, Data Science or Statistics from an accredited institution
Ability to comprehend research papers and implement it
2+ years of experience working with web services like AWS, Azure or Google cloud.
Experience deploying models to production and maintain models in a commercial setup
The ability to communicate results clearly and a focus on driving impact
Salary and benefits commensurate with experience.
We are an equal opportunity employer. Minority/Female/Disabled/Veteran
Except where prohibited by state law, all offers of employment are conditioned upon successfully passing a drug test.

This employer uses E-Verify. Please visit the following website for additional information: www.kochcareers.com/doc/Everify.pdf",99
