userId,Job_Id,rating
4,166,4.0
4,216,4.4
4,30,3.5
4,213,4.6
4,144,3.6
4,219,4.7
4,153,4.9
4,151,4.4
4,51,3.7
4,54,4.6
4,102,4.7
4,9,4.3
4,110,3.7
4,124,4.4
4,187,4.2
4,101,4.6
4,240,4.0
4,126,4.5
4,198,4.4
4,242,4.2
4,218,4.5
4,112,4.1
4,65,4.3
4,100,4.3
4,133,3.5
4,7,4.0
4,93,4.8
4,3,4.0
4,76,4.3
4,57,3.7
4,171,3.9
4,222,4.8
4,97,5.0
4,239,4.2
4,81,3.8
4,116,5.0
4,71,4.8
4,155,4.0
4,142,3.9
4,226,4.2
4,195,4.8
4,13,3.9
4,199,3.8
4,160,3.8
5,69,4.1
5,227,4.5
5,212,4.7
5,77,4.7
5,14,4.2
5,176,3.6
5,191,4.1
5,61,3.8
5,172,3.6
5,103,4.4
5,47,3.9
5,181,4.0
5,35,4.1
5,73,4.5
5,143,3.5
5,152,3.8
6,152,4.1
6,197,3.7
6,207,3.7
6,78,3.6
6,155,4.0
6,89,4.6
6,2,4.2
6,141,4.2
6,188,4.3
6,65,3.8
6,225,4.9
6,159,3.8
6,37,4.3
6,166,4.6
6,10,4.6
6,90,4.1
6,190,3.7
6,199,4.3
6,140,3.5
6,58,4.1
6,73,3.9
6,153,3.6
6,33,4.4
6,23,4.7
6,25,4.1
6,210,4.6
6,218,4.2
6,237,4.0
6,67,3.7
6,221,3.8
6,205,4.5
6,39,4.2
6,80,3.5
6,99,4.8
6,156,3.8
6,235,4.3
6,111,4.9
6,243,4.2
6,134,3.6
6,4,4.1
6,62,4.2
6,193,3.6
6,121,3.7
6,181,4.4
6,125,4.4
6,22,4.5
6,198,3.8
6,95,3.6
6,174,4.2
6,98,4.8
6,185,4.9
6,209,4.0
6,56,4.2
6,60,3.7
6,29,4.0
6,75,3.9
6,53,4.3
6,28,3.7
6,13,4.7
6,36,5.0
6,69,4.0
6,129,4.0
6,161,4.7
6,61,4.9
7,224,3.7
7,180,3.9
7,221,4.9
7,184,4.2
7,65,4.7
7,185,3.9
7,45,4.5
7,33,3.6
7,34,4.6
7,238,4.0
7,131,4.9
7,135,4.9
7,199,4.2
7,13,4.6
7,88,3.9
7,114,4.9
7,21,4.6
7,169,4.7
7,202,3.6
7,89,3.8
7,242,3.7
7,12,3.7
7,85,4.2
7,67,3.9
7,183,4.8
7,96,4.5
7,79,3.7
7,245,4.5
7,190,3.7
7,160,3.9
7,235,4.1
7,175,4.3
7,161,4.5
7,211,4.8
7,59,4.4
7,93,3.9
7,172,4.3
7,72,3.5
7,2,4.5
7,189,4.2
7,69,3.6
7,171,3.6
7,176,3.6
7,155,3.8
7,100,3.6
7,194,4.8
7,241,3.5
7,54,3.6
7,122,3.6
7,101,4.3
7,20,4.0
7,119,4.1
7,113,4.1
7,240,4.7
7,133,4.5
7,239,4.8
7,102,4.8
7,28,4.2
7,208,3.8
7,187,4.2
7,10,4.3
7,123,3.9
7,58,3.5
7,63,4.6
7,48,4.4
7,196,3.6
7,110,5.0
7,138,4.4
7,31,5.0
7,68,4.3
7,244,3.8
7,213,4.3
7,217,4.3
7,227,3.7
7,103,4.2
7,26,4.9
7,61,3.8
7,126,4.4
7,248,4.7
7,22,5.0
7,236,3.7
7,36,3.8
7,70,4.3
7,168,3.8
7,191,4.5
7,163,4.9
7,74,4.5
7,218,4.0
7,40,4.3
7,145,4.5
7,170,4.5
7,229,4.3
7,222,4.8
7,188,4.2
7,97,4.8
7,73,4.4
7,35,3.9
7,25,3.8
7,249,3.9
7,177,3.8
7,109,3.7
7,108,5.0
7,127,4.0
7,81,4.4
7,226,4.2
7,201,3.5
7,30,4.9
7,42,3.6
7,57,4.0
7,46,4.2
7,134,4.8
7,7,5.0
7,11,4.6
7,144,4.2
7,203,3.8
7,198,4.3
7,167,4.4
7,140,4.9
7,60,4.0
7,186,3.9
7,15,4.0
7,216,3.8
7,143,4.2
7,66,4.3
7,117,3.9
7,16,3.9
7,246,4.0
7,164,3.7
7,151,4.1
7,237,4.9
7,150,4.6
7,51,4.5
7,158,4.8
7,212,3.7
7,118,3.9
7,38,3.7
7,153,3.8
7,71,4.4
7,19,3.7
7,8,4.4
7,106,3.6
7,53,4.2
7,234,4.3
7,95,3.8
7,98,4.2
7,137,3.6
7,105,3.9
7,149,4.7
7,6,4.0
7,29,3.8
7,179,4.2
7,132,4.0
7,210,3.8
7,159,4.4
7,139,4.3
7,5,4.7
7,94,3.8
7,3,4.9
7,142,3.7
7,121,4.2
7,206,4.8
7,37,3.8
7,220,3.6
7,129,3.7
7,75,5.0
7,225,4.9
7,90,4.7
7,204,4.7
7,49,3.8
7,182,4.4
7,24,3.5
7,156,4.5
7,147,4.2
7,181,3.5
7,165,4.3
7,130,4.6
7,232,4.2
7,17,3.6
7,47,4.4
7,56,4.0
7,14,3.5
7,214,3.9
7,41,4.2
7,91,3.9
7,18,4.3
7,157,3.6
7,99,4.5
7,243,3.9
7,154,4.4
7,124,3.9
7,233,4.5
7,50,4.5
7,82,4.0
7,44,3.7
7,195,4.5
7,230,4.4
7,43,4.3
7,64,3.6
7,136,4.0
7,192,4.6
8,193,3.7
8,59,4.0
8,24,3.5
8,98,4.5
8,175,4.3
8,215,4.9
8,140,4.5
8,239,3.8
8,35,3.7
8,7,3.8
8,97,3.5
8,145,4.9
8,235,3.8
8,177,4.2
8,73,4.9
8,139,4.4
8,218,3.8
8,206,4.3
8,186,4.9
8,84,4.9
8,171,4.1
8,126,4.8
8,208,3.9
8,21,4.3
8,205,3.8
8,196,3.7
8,82,4.9
8,63,3.8
8,28,4.5
8,19,4.3
8,83,5.0
8,76,4.4
8,118,4.5
8,67,4.8
8,64,4.2
8,52,3.6
8,173,5.0
8,70,4.4
8,41,3.6
8,176,3.9
8,211,4.1
8,129,4.1
8,22,4.6
8,78,4.9
8,87,4.5
8,247,4.1
8,195,3.7
8,237,4.4
8,44,4.8
8,37,3.9
8,81,4.6
8,18,3.8
8,156,4.6
8,38,4.8
8,153,4.2
8,157,4.4
8,180,4.7
8,85,4.8
8,43,4.3
8,72,4.0
8,123,3.5
8,222,3.5
8,90,4.3
8,135,4.4
8,6,4.2
8,17,3.9
8,89,3.6
8,242,3.6
8,220,3.6
8,213,4.0
8,51,4.0
8,121,4.7
8,221,3.6
8,111,4.9
8,162,3.7
8,169,5.0
8,158,4.4
8,168,4.4
8,58,4.5
8,142,5.0
8,117,4.0
8,165,5.0
9,172,3.8
9,131,4.1
9,138,4.9
9,186,4.0
9,184,4.0
9,78,3.7
9,10,4.3
9,14,4.5
9,203,4.9
9,243,3.8
9,130,3.7
9,178,4.5
9,225,4.7
9,187,4.3
9,13,4.5
9,132,4.1
9,179,4.3
9,202,3.5
9,157,3.7
9,192,4.4
9,83,4.8
9,2,3.8
9,221,4.1
9,231,4.8
9,232,4.9
9,213,4.4
9,129,4.6
9,226,4.3
9,152,3.8
9,95,4.3
9,91,3.8
9,87,4.3
9,190,3.7
9,68,4.1
9,53,4.5
9,27,4.5
9,47,4.1
9,126,3.9
9,9,4.9
9,45,4.7
9,112,4.2
9,88,4.0
9,140,4.5
9,246,4.9
9,234,4.1
9,166,4.3
9,153,4.6
9,188,3.7
9,249,3.8
10,180,3.8
10,41,4.7
10,207,4.5
10,231,4.1
10,10,3.8
10,45,3.9
10,105,3.6
10,150,3.9
10,156,3.7
10,69,4.3
10,181,4.1
10,118,4.8
10,56,4.4
10,65,4.3
10,183,4.7
10,227,4.6
10,93,4.8
10,235,4.1
10,210,3.9
10,23,3.6
10,192,3.5
10,11,3.7
10,32,4.0
10,167,3.5
10,16,4.9
10,221,4.2
10,121,3.9
10,79,4.7
10,35,4.3
10,59,3.5
10,50,4.8
10,60,4.6
10,147,4.1
10,88,4.3
10,53,4.1
10,71,3.8
10,211,4.5
10,116,3.5
10,134,3.7
10,187,4.4
10,166,4.6
10,200,4.8
10,81,4.7
10,173,3.7
10,119,4.8
10,193,4.3
10,158,5.0
10,12,4.6
10,226,4.1
10,54,3.8
10,141,4.7
10,188,3.9
10,213,4.4
10,136,3.5
10,197,3.5
10,146,3.9
10,38,4.2
10,31,4.4
10,149,3.9
10,112,3.6
10,129,4.3
10,217,4.6
10,164,4.1
10,189,4.1
10,161,4.8
10,78,4.7
10,67,4.4
10,243,3.9
10,154,4.7
10,237,4.3
10,182,3.8
10,61,4.9
10,178,3.7
10,169,4.8
10,68,4.7
10,27,4.4
10,185,4.2
10,184,4.5
10,95,4.3
10,96,4.9
10,120,4.3
10,162,4.6
10,14,4.9
10,245,3.7
10,244,3.7
10,99,4.3
10,103,4.6
10,109,3.8
10,124,3.6
10,91,4.6
10,4,3.9
10,36,3.9
10,29,3.9
10,98,4.7
10,13,3.9
10,127,4.1
10,246,3.9
10,2,4.8
10,9,4.9
10,191,4.7
10,155,4.6
10,205,4.3
10,157,4.4
10,87,4.7
10,122,4.3
10,176,4.6
10,242,4.4
10,228,4.4
10,241,4.0
10,135,4.0
10,168,3.9
10,160,3.6
10,30,4.2
10,215,3.6
10,76,4.6
10,137,4.0
10,48,3.7
10,206,3.8
10,72,4.4
10,24,4.1
10,18,3.9
10,101,4.7
10,186,4.5
10,123,4.4
10,208,4.4
10,170,4.6
10,142,4.5
10,62,4.5
10,195,3.7
10,46,4.4
10,44,4.0
10,19,3.7
10,125,4.2
10,214,4.2
10,145,4.2
10,175,3.9
10,107,4.3
10,6,4.9
10,100,3.8
10,247,4.6
10,222,4.8
10,216,4.3
10,82,3.6
10,70,3.5
10,131,4.7
10,179,4.0
10,37,4.9
10,47,3.9
10,74,3.9
10,190,3.9
10,84,4.6
10,165,3.5
10,172,4.0
10,130,4.9
10,199,3.5
11,213,4.6
11,15,3.7
11,145,3.6
11,241,4.8
11,239,4.7
11,248,4.9
11,207,3.9
11,73,3.9
11,19,4.5
11,80,4.7
11,216,4.5
11,160,4.9
11,215,3.7
11,148,4.1
11,194,5.0
11,225,3.6
11,149,3.8
11,38,4.5
11,193,4.9
11,129,4.7
11,66,4.0
11,138,4.9
11,155,4.2
11,89,4.3
11,219,4.9
11,127,4.7
11,152,4.3
11,83,3.6
11,65,4.9
11,62,4.6
11,133,4.8
11,50,3.7
11,77,4.8
11,75,4.3
11,175,3.9
11,240,4.4
11,235,3.8
11,33,4.2
11,217,4.5
11,141,4.2
11,8,3.6
11,16,3.6
11,119,4.6
11,199,3.7
11,236,4.1
11,105,4.4
11,117,4.8
11,228,3.9
11,69,5.0
11,231,4.0
11,245,4.2
11,70,4.8
11,41,3.6
11,163,4.7
11,53,3.9
11,211,4.4
11,174,4.9
11,126,4.4
11,101,4.6
11,128,4.6
11,79,4.1
11,85,4.6
11,150,4.8
11,74,4.2
11,171,4.2
11,97,4.4
11,1,4.1
11,169,3.5
11,131,4.6
11,6,3.6
11,90,4.4
11,21,4.6
11,227,3.6
11,161,4.2
11,191,4.1
11,45,4.9
11,100,4.7
11,200,4.0
11,177,4.6
11,159,4.4
11,166,4.1
11,232,4.5
11,137,3.7
11,162,3.6
11,195,4.1
11,58,5.0
11,43,4.3
11,91,3.7
11,51,3.6
11,32,4.9
11,99,3.8
11,60,4.5
11,118,4.9
11,224,3.7
11,63,4.6
11,172,4.2
11,146,4.9
11,233,3.6
11,7,4.2
11,72,5.0
11,14,3.8
11,56,4.0
11,104,3.9
11,86,4.1
11,179,3.5
11,71,3.7
11,40,4.2
11,237,3.9
11,203,4.7
11,4,4.5
11,67,3.5
11,24,3.7
11,135,4.8
11,210,3.5
11,110,3.6
11,144,3.8
11,147,3.8
11,223,5.0
11,143,4.3
11,36,4.8
11,226,3.9
11,11,4.4
11,39,4.7
11,87,3.6
11,188,4.2
11,18,4.4
11,17,3.5
11,84,4.2
11,140,4.0
11,156,3.8
11,48,3.7
11,109,4.1
11,94,4.2
11,120,4.8
11,153,3.8
11,122,4.3
11,178,3.7
11,229,4.5
11,190,4.5
11,168,4.2
11,158,4.8
11,61,3.7
11,106,3.7
11,115,3.7
11,164,3.6
11,10,4.6
11,154,3.7
11,212,3.9
11,180,4.6
12,145,3.7
12,114,4.3
12,29,4.4
12,86,3.6
12,157,3.6
12,142,4.9
12,54,3.9
12,181,4.9
12,125,4.3
12,26,4.7
12,20,3.9
12,137,3.5
12,98,4.7
12,52,4.0
12,129,4.5
12,167,4.7
12,211,4.5
12,93,4.1
12,221,3.6
12,193,4.1
12,240,3.6
12,119,4.0
12,38,4.1
12,130,4.0
12,100,3.7
12,90,4.9
12,177,4.4
12,33,4.9
12,187,3.9
12,61,4.6
12,88,4.8
12,97,4.1
12,115,3.9
12,180,4.8
12,201,4.8
12,60,5.0
12,116,3.9
12,153,3.9
12,118,4.8
12,179,4.7
12,107,3.9
12,75,3.7
12,15,4.2
12,206,4.5
12,215,4.3
12,164,3.8
12,212,4.2
12,19,4.0
12,85,4.1
12,80,3.7
12,83,3.9
12,67,4.1
12,77,4.2
12,170,3.8
12,218,4.3
12,101,4.9
12,96,4.3
12,207,4.7
12,185,4.6
12,10,4.0
12,3,4.4
12,84,3.9
12,53,3.6
12,113,4.1
12,92,3.9
12,242,4.1
12,40,3.9
12,110,4.7
12,11,4.9
12,13,4.5
12,169,3.6
12,43,4.7
12,49,4.0
12,95,4.1
13,120,4.1
13,241,5.0
13,190,3.7
13,161,3.5
13,46,4.5
13,211,4.2
13,239,3.9
13,143,4.3
13,132,4.7
13,24,4.1
13,20,4.3
13,27,3.9
13,209,4.3
13,160,3.9
13,87,3.6
13,203,3.7
13,54,4.3
13,15,3.9
13,188,3.7
13,158,4.9
13,110,3.6
13,62,3.8
13,88,4.8
13,230,4.8
13,115,4.7
13,85,4.1
13,125,4.0
13,17,3.8
13,65,3.7
13,123,3.9
13,79,4.9
13,66,4.9
13,32,4.9
13,28,3.9
13,60,4.2
13,59,4.5
13,35,3.5
13,140,4.9
13,97,4.0
13,130,4.8
13,148,4.1
13,84,4.8
13,146,4.0
13,86,3.9
13,101,4.0
13,22,4.8
13,116,4.1
13,67,4.6
13,245,3.9
13,5,4.5
13,14,4.9
13,103,4.2
13,191,4.1
13,214,3.9
13,37,4.4
13,192,4.4
13,48,3.6
13,163,4.9
13,127,3.6
13,42,4.1
13,6,3.7
13,136,4.7
13,90,4.6
13,47,4.5
13,200,4.3
13,36,4.4
13,51,4.3
13,117,4.7
13,228,4.6
13,169,4.4
13,182,4.1
13,144,4.6
13,74,4.6
13,107,3.9
13,186,4.3
13,94,3.8
13,154,5.0
13,80,4.7
13,248,4.6
13,114,4.0
13,131,4.2
13,213,3.9
13,91,4.4
13,201,4.4
13,82,5.0
13,168,4.7
13,138,3.7
13,234,4.2
13,29,3.9
13,95,3.7
13,242,3.6
13,193,4.2
13,53,4.2
13,215,3.7
13,206,4.5
13,199,3.6
13,10,4.3
13,99,3.9
13,237,4.9
13,149,4.2
13,142,4.1
13,57,5.0
13,105,4.5
13,227,4.2
14,114,4.6
14,232,4.8
14,97,3.8
14,137,3.5
14,9,3.7
14,88,4.0
14,64,3.6
14,48,4.5
14,117,4.4
14,112,3.5
14,209,4.9
14,204,4.3
14,141,4.7
14,226,4.1
14,196,4.8
14,35,4.9
14,50,4.2
14,171,3.9
14,92,4.0
14,213,5.0
14,166,3.9
14,39,4.7
14,207,4.2
14,181,4.8
14,106,4.4
14,81,3.9
14,200,3.9
14,66,4.3
14,128,4.5
14,147,4.0
14,194,4.6
14,217,4.3
14,242,4.6
14,148,3.6
14,133,3.6
14,178,3.9
14,95,4.3
14,65,4.1
14,59,4.4
14,1,4.9
14,84,4.0
14,28,4.2
14,205,4.2
14,67,3.6
14,229,4.1
14,138,3.6
14,2,4.8
14,74,4.4
14,3,4.5
14,150,3.6
14,86,4.5
14,29,4.7
14,185,3.6
14,115,4.7
14,105,4.0
14,79,4.9
14,42,3.9
14,172,5.0
14,231,4.6
14,241,4.3
14,15,4.9
14,201,4.1
14,211,3.6
14,46,4.9
14,18,4.9
14,188,4.5
14,164,4.2
14,19,4.9
14,168,4.0
14,30,3.9
14,129,3.8
14,220,3.7
14,38,3.7
14,248,4.5
14,240,4.2
14,70,4.1
14,184,4.1
14,7,4.9
14,245,4.1
14,131,4.5
14,160,4.0
14,247,3.9
14,8,3.6
14,182,5.0
14,33,3.9
14,146,4.2
14,236,4.4
14,118,3.8
14,170,4.1
14,120,4.4
14,239,4.6
14,126,4.3
14,51,4.6
14,119,4.6
14,132,4.5
14,246,4.2
14,94,4.8
14,23,3.6
14,228,4.1
14,193,3.7
14,62,4.8
14,68,4.1
14,40,3.9
14,124,3.6
14,58,4.8
14,159,3.6
14,233,4.4
14,25,5.0
14,139,3.5
14,108,4.3
14,31,4.8
14,189,4.9
14,91,4.4
14,237,3.9
14,215,3.8
14,41,4.8
14,212,4.2
14,125,4.2
14,136,3.7
14,219,4.6
14,152,3.9
14,5,4.6
14,76,3.5
14,96,3.8
14,12,4.2
14,155,4.7
14,103,4.7
14,98,4.6
14,224,4.8
15,243,4.7
15,232,4.4
15,78,4.6
15,241,4.9
15,93,4.0
15,29,4.4
15,2,3.6
15,7,4.2
15,97,3.9
15,196,4.4
15,69,4.3
15,154,4.9
15,25,4.7
15,175,4.4
15,215,3.6
15,234,4.7
15,217,3.6
15,89,4.0
15,165,3.7
15,148,4.2
15,158,3.5
15,117,4.5
15,18,3.5
15,140,4.1
15,152,4.1
15,12,4.9
15,161,4.8
15,13,4.1
15,137,4.6
15,32,4.2
15,96,4.8
15,42,4.1
15,182,4.8
15,41,5.0
15,199,4.0
15,74,4.3
15,60,3.8
15,216,4.4
15,110,3.8
15,192,4.6
15,39,3.8
15,114,3.7
15,111,3.9
15,65,3.6
15,131,4.3
15,228,4.3
15,190,3.8
15,145,3.8
15,236,4.8
15,47,4.4
15,130,4.5
15,16,4.5
15,156,3.5
15,135,4.5
15,246,4.1
15,136,5.0
15,103,4.3
15,26,3.8
15,95,4.3
15,213,4.9
15,171,4.3
15,141,4.4
15,173,3.9
15,109,4.9
15,185,4.1
15,99,4.2
15,122,4.5
15,211,4.5
15,200,3.9
15,58,4.4
15,212,4.3
15,204,4.6
15,229,3.9
15,50,4.6
15,247,3.9
15,183,4.0
15,240,3.8
15,31,4.5
15,14,3.7
15,72,4.8
15,59,4.9
15,40,4.4
15,116,3.6
15,187,4.1
15,88,3.6
15,203,4.5
15,92,4.0
15,61,4.0
15,160,3.9
15,90,4.0
15,84,4.6
15,56,4.3
15,167,3.9
15,121,3.5
15,33,3.9
15,79,3.9
15,214,4.9
15,172,4.5
15,68,4.2
15,19,4.0
15,181,4.1
15,151,4.3
15,207,3.6
15,98,4.7
15,87,4.4
15,142,3.9
15,62,4.3
15,227,4.9
15,202,5.0
15,230,4.2
15,231,4.6
15,54,4.3
15,124,3.7
15,118,3.7
15,184,3.7
15,76,4.1
15,6,4.6
15,20,4.3
15,138,3.7
15,3,4.6
15,170,4.6
15,24,3.6
15,30,4.4
15,123,4.2
15,193,4.8
15,139,4.7
15,75,4.4
15,205,4.1
15,235,4.5
15,188,3.7
15,37,3.7
15,112,4.0
15,35,3.7
15,11,3.8
15,157,4.1
15,249,4.1
15,189,4.2
15,222,4.4
15,134,4.1
15,100,4.2
15,238,3.6
15,73,4.6
15,22,4.9
15,4,5.0
15,218,3.9
15,132,4.9
15,209,3.7
15,169,4.8
15,223,4.8
15,57,4.7
15,120,4.1
15,17,3.5
15,119,4.6
15,1,4.8
15,197,3.6
15,239,5.0
15,28,4.2
15,186,3.9
15,129,4.8
15,220,3.9
15,127,4.2
15,128,4.6
15,210,4.1
15,64,4.2
15,105,4.5
15,104,3.7
15,82,4.6
15,21,4.1
15,23,3.6
15,113,4.6
15,63,3.5
15,9,4.9
15,248,5.0
15,48,3.7
15,43,4.3
15,147,4.0
15,195,3.7
15,49,3.7
15,242,3.6
15,115,3.6
15,144,3.5
15,150,4.1
15,107,4.2
15,149,4.6
15,66,4.7
15,101,3.6
16,242,4.7
16,240,4.6
16,51,3.7
16,227,4.2
16,64,4.0
16,223,4.3
16,181,3.6
16,103,4.0
16,188,4.2
16,68,4.5
16,247,3.9
16,60,4.2
16,165,4.7
16,208,4.5
16,248,4.7
16,102,3.6
16,37,4.7
16,53,3.5
16,192,4.7
16,211,3.8
16,134,3.8
16,93,4.2
16,233,4.7
16,94,4.1
16,121,5.0
16,26,3.8
16,42,3.8
16,195,4.3
16,14,4.5
16,49,4.6
16,3,3.8
16,209,4.0
16,55,4.7
16,167,4.9
16,135,3.8
16,120,4.7
16,35,4.7
16,140,4.9
16,207,4.9
16,201,3.9
16,124,4.1
16,90,4.7
16,203,4.1
16,245,3.9
16,215,4.0
16,241,4.8
16,8,3.8
16,59,4.0
16,87,3.6
16,30,3.5
16,112,4.9
16,202,4.3
16,82,4.6
16,73,4.0
16,222,4.8
16,41,3.8
16,110,4.5
16,13,3.6
16,92,4.9
16,142,4.9
16,219,4.3
16,52,3.8
16,81,4.7
16,22,4.4
16,107,4.4
16,67,5.0
16,189,4.4
16,6,4.7
16,20,3.7
16,86,3.6
16,66,4.8
16,249,3.8
16,187,3.7
16,146,4.7
16,115,4.0
16,197,4.4
16,119,3.6
16,114,4.3
16,138,4.7
16,99,3.7
16,186,4.2
16,91,4.1
16,236,3.9
16,58,4.8
16,104,4.9
16,164,4.1
16,231,4.5
16,18,3.8
16,111,3.8
16,182,4.6
16,153,4.3
16,47,4.5
16,78,4.1
16,151,4.1
16,226,4.9
16,229,4.8
16,88,4.2
16,127,4.6
16,25,4.1
16,65,3.8
16,158,4.8
16,97,3.6
16,10,4.1
16,21,3.9
16,190,4.4
16,32,3.6
16,160,3.8
16,183,3.7
16,128,4.9
16,123,4.8
16,173,3.8
16,5,3.7
16,170,3.9
16,180,3.6
16,155,3.6
16,24,3.5
16,205,3.6
16,217,4.8
16,33,4.4
16,162,4.7
16,129,4.6
16,144,4.4
16,234,3.9
16,196,4.8
16,29,4.9
16,230,4.6
16,56,4.5
16,243,4.5
16,31,3.5
16,168,4.4
16,143,3.6
16,132,4.4
16,83,4.7
16,147,4.5
16,199,3.5
16,178,4.7
16,48,4.7
16,224,4.5
16,118,3.8
16,39,4.5
16,96,3.8
16,206,4.1
16,126,3.8
16,95,4.1
16,75,4.7
16,237,4.0
16,16,4.7
16,38,4.4
16,159,4.3
16,246,4.2
16,2,4.8
16,70,3.6
16,171,4.4
16,177,4.6
16,105,4.6
16,145,4.3
16,50,4.9
16,232,4.8
16,117,3.9
16,216,4.7
16,69,4.3
16,194,4.3
16,163,4.3
16,80,4.2
16,169,4.3
16,137,4.8
16,63,4.3
16,4,4.5
16,139,4.7
16,179,3.6
16,150,4.2
